"Record ID","Survey Identifier","Survey Timestamp","Participant classification","Please enter your classification",College,"Main department","Main department","Please write down your main department",Gender,Race/Ethnicity,"Please enter your ethnicity","What type of computer user are you?","My primary computer is a","What year was your computer purchased?","What is the size of your computer screen?","The screen size of your computer","Do you have a warranty on your computer?","Warranty on your computer","Do you have a webcam?","How would you rate your computer?","What model is your computer?","Computer model","Computer ownership","Computer ownership","What is the operating system that you use?","Operating system","Operating system version","Operating system version","Computer processor","Please write your computer processor","Computer memory size (RAM)","Computer hard disk","Current size of your data in the computer's hard disk","Do you backup the data from your computer?","What backup method do you use?","Brand of external back-up disk","Please write down the brand of external back-up disk","Brand of cloud","Please write down the brand of your cloud back-up","Backup frequency","Have you set up automatic backups?","Have you experienced a catastrophic loss of data in the last three years?","Are you familiar with the UH Microsoft 365 OneDrive for automated, incremental backups?","Do you have a secondary computer device?","Is it synced with your primary computer device?","Do you have a smartphone?","Smartphone brand","Please write down the name of your smartphone","Smartphone model","Please write down the model of your smartphone","Do you have a smartwatch?","Smartwatch brand","Please write down the name of your smartwatch","Smartwatch model","Please write down the model of your smartwatch","What is your preferred course delivery format for courses in the Fall 2020 semester?","How confident do you feel installing and configuring software (docker containers, VPN, backup software, and others) by yourself on your computer?","Speed of your home Internet","Given your online course experience from Spring 2020, how reliable has your Internet connectivity been overall?","If you were provided adequate IT support to setup your primary computers with needed coursework software, how likely would you use the on campus Computer Labs in a future semester?","Would it be beneficial for IT personnel to have office hours (like a help desk) to assist you with with course-related software issues, general computer systems issues, and other related challenges?",Complete?
58,,"[not completed]",Junior,,,"Computer Science",,,Female,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2016,Other,"11""",No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
59,,"2020-06-22 12:11:16",Senior,,,"Biology and Biochemistry",,,Female,"Asian American",,"Power User [... plus programming/analytics]",Desktop,2016,14'',,No,,No,Fair,Other,Samsung,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","1 TB","500 GB - 1 TB",No,,,,,,,,Yes,No,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,"Fully Online",Neutral,"< 100 Mbps",Good,"Neither likely nor unlikely",Yes,Complete
60,,"2020-06-22 12:12:22",Sophomore,,,"Computer Science",,,Male,"African American",,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"4 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Other,No,No,No,Yes,No,Yes,Samsung,,Other,J7,No,,,,,"Fully Online","Moderately confident","< 100 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
61,,"2020-06-22 12:11:03",Sophomore,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,15'',,No,,"Built-in to my computer",Good,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"> 32 GB","256 GB","< 100 GB",No,,,,,,,,Yes,No,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Not confident","< 100 Mbps",Good,"Somewhat likely",Yes,Complete
62,,"2020-06-22 12:13:02","Doctoral Student (PhD)",,,Mathematics,,,Male,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2019,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"4 GB","128 GB","< 100 GB",Yes,Cloud,,,"Google Drive",,Daily,Yes,No,Yes,No,,Yes,Other,"Oneplus ",Other,7,No,,,,,Hybrid/Blended,"Very confident","100 - 300 Mbps",Good,"Neither likely nor unlikely",No,Complete
63,,"[not completed]",Junior,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
64,,"[not completed]",Freshman,,,"Biology and Biochemistry",,,Female,"International (visa holders)",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
65,,"2020-06-22 12:25:35",Junior,,,"Computer Science",,,Male,Hispanic,,"Power User [... plus programming/analytics]",Laptop,2016,13'',,No,,No,Average,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",Yes,Cloud,,,"Apple iCloud",,Weekly,No,No,Yes,No,,Yes,iPhone,,"iPhone 8",,No,,,,,"Fully Online","Very confident","< 100 Mbps",Poor,"Very unlikely",Yes,Complete
66,,"[not completed]",Senior,,,"Computer Science",,,Male,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2018,15'',,No,,"Built-in to my computer",Good,Other,"Dell XPS 15 9560",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
67,,"2020-06-22 12:13:12",Sophomore,,,"Computer Science",,,Male,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2012,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,"Intel Core i5",,"16 GB","512 GB","< 100 GB",Yes,"External backup disk",WD,,,,Monthly,No,No,Yes,Yes,Yes,Yes,iPhone,,Other,"iPhone 6s",No,,,,,Hybrid/Blended,"Very confident","< 100 Mbps",Good,"Very unlikely",Yes,Complete
68,,"2020-06-22 12:13:19","Doctoral Student (PhD)",,,Chemistry,,,Male,"International (visa holders)",,"Standard User [document writing/email/web]",Laptop,2012,14'',,No,,"Built-in to my computer",Poor,Other,"Lenovo G570",Own,,"Windows OS",,Other,"Win 7","Intel Core i5",,"4 GB","512 GB","100 GB - 500 GB",No,,,,,,,,Yes,Yes,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,"Fully Online","Very confident","< 100 Mbps",Poor,"Very unlikely",Yes,Complete
69,,"2020-06-22 12:25:55",Junior,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,"Built-in to my computer",Good,"Lenovo Yoga",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Microsoft OneDrive",,Other,No,No,Yes,No,,Yes,Other,LG,Other,"LG G7 Thinq",No,,,,,Hybrid/Blended,"Somewhat confident","< 100 Mbps",Excellent,"Very unlikely",Maybe,Complete
70,,"[not completed]",Senior,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
71,,"2020-06-22 12:23:04",Junior,,,"Biology and Biochemistry",,,Male,White,,"Power User [... plus programming/analytics]",Laptop,2018,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,Other,"iPhone 6",No,,,,,"Fully Online","Somewhat confident","< 100 Mbps",Excellent,"Very unlikely",Yes,Complete
72,,"[not completed]",Sophomore,,,"Computer Science",,,Male,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
73,,"[not completed]",Sophomore,,,Physics,,,Female,"International (visa holders)",,"Standard User [document writing/email/web]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
74,,"[not completed]","Doctoral Student (PhD)",,,"Earth and Atmospheric Sciences",,,Male,White,,"Power User [... plus programming/analytics]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
75,,"[not completed]",Junior,,,"Computer Science",,,Male,Hispanic,,"Power User [... plus programming/analytics]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
76,,"2020-06-22 12:15:59","Doctoral Student (PhD)",,,Chemistry,,,Male,White,,"Power User [... plus programming/analytics]",Laptop,2013,14'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,"High Sierra",,"Intel Core i7",,"4 GB","256 GB","100 GB - 500 GB",Yes,Both,Seagate,,Dropbox,,Other,No,No,No,Yes,No,Yes,iPhone,,Other,"iPhone se",No,,,,,Hybrid/Blended,"Very confident","300 - 500 Mbps",Good,"Very unlikely",Maybe,Complete
77,,"2020-06-22 12:12:59",Freshman,,,"Biology and Biochemistry",,,Male,Hispanic,,"Standard User [document writing/email/web]",Laptop,2020,15'',,No,,"Built-in to my computer",Good,Other,"HP Pavilion",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",No,,,,,,,,Yes,No,No,,Yes,Google,,Other,"Google Pixel 2XL",No,,,,,Hybrid/Blended,"Somewhat confident","100 - 300 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
78,,"[not completed]",Freshman,,,"Biology and Biochemistry",,,Female,White,,"Standard User [document writing/email/web]",Laptop,2016,15'',,No,,"Built-in to my computer",Fair,Other,Dell,Own,,"Windows OS",,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
79,,"2020-06-22 12:13:44",Junior,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Mac OS",,"High Sierra",,"Intel Core i7",,"8 GB","128 GB","< 100 GB",Yes,Cloud,,,"Apple iCloud",,Weekly,No,No,No,No,,Yes,iPhone,,Other,"Iphone 7",No,,,,,"Fully Online",Neutral,"300 - 500 Mbps",Good,"Somewhat likely",Yes,Complete
80,,"2020-06-22 12:13:12",Freshman,,,"Biology and Biochemistry",,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2020,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Chrome OS",,"Windows 10 Pro",,"Intel Core i9",,"8 GB","128 GB","100 GB - 500 GB",Yes,Both,Samsung,,"Google Drive",,Daily,Yes,Yes,Yes,No,,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 3",,Face-to-Face,"Somewhat confident","300 - 500 Mbps",Average,"Somewhat unlikely",Yes,Complete
81,,"[not completed]",Freshman,,,"Biology and Biochemistry",,,Male,Hispanic,,"Standard User [document writing/email/web]",Tablet,2010,13'',,No,,"Built-in to my computer",Poor,"Dell Latitude 5000",,Own,,"Windows OS",,Other,"Windows 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
82,,"2020-06-22 12:16:50",Senior,,,"Biology and Biochemistry",,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2018,14'',,No,,"Built-in to my computer",Average,"Lenovo ThinkPad",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"4 GB","128 GB","< 100 GB",No,,,,,,,,No,No,Yes,No,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,"Not confident","100 - 300 Mbps",Average,"Very unlikely",Yes,Complete
83,,"[not completed]",Sophomore,,,"Biology and Biochemistry",,,Male,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
84,,"2020-06-22 12:19:14","Post-Baccalaureate (second degree)",,,"Computer Science",,,Female,Hispanic,,"Standard User [document writing/email/web]",Tablet,2019,13'',,"1 year",,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i9",,"32 GB","128 GB","500 GB - 1 TB",Yes,Cloud,,,"Microsoft OneDrive",,Monthly,Yes,No,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,Yes,Fitbit,,"Fitbit Versa",,Hybrid/Blended,"Somewhat confident","300 - 500 Mbps",Average,"Somewhat likely",Yes,Complete
85,,"2020-06-22 12:14:55",Sophomore,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,14'',,No,,"Built-in to my computer",Average,"Dell Inspiron 7000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","128 GB","< 100 GB",Yes,"External backup disk",Seagate,,,,Other,No,Yes,No,No,,Yes,iPhone,,Other,"Iphone XR",No,,,,,"Fully Online",Neutral,"300 - 500 Mbps",Average,"Somewhat likely",Yes,Complete
86,,"2020-06-22 12:25:54",Senior,,,"Computer Science",,,Male,Multiracial,,"Power User [... plus programming/analytics]",Laptop,2017,15'',,No,,No,Good,"Dell Inspiron 7000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","1 TB","500 GB - 1 TB",No,,,,,,,,No,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Moderately confident","300 - 500 Mbps",Good,"Somewhat unlikely",Maybe,Complete
87,,"2020-06-22 12:27:41","Masters Student (MS)",,,Mathematics,,,"Prefer Not to Say","Prefer Not to Say",,"Power User [... plus programming/analytics]",Desktop,2020,17'',,No,,External,Excellent,Other,"I built it myself, no brand",Own,,"Windows OS",,"Windows 10 Home",,"AMD Ryzen",,"32 GB","> 1 TB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,No,Yes,Google,,"Google Pixel 3a",,Yes,Other,Garmin,Other,Garmin,Face-to-Face,"Very confident","> 500 Mbps",Excellent,"Very unlikely",No,Complete
88,,"2020-06-22 12:14:08","Doctoral Student (PhD)",,,"Computer Science",,,Male,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2015,15'',,No,,"Built-in to my computer",Average,"Dell Inspiron 3000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","512 GB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Weekly,Yes,No,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Moderately confident","100 - 300 Mbps",Good,"Very likely",Yes,Complete
89,,"2020-06-22 12:17:05",Sophomore,,,"Biology and Biochemistry",,,Female,White,,"Standard User [document writing/email/web]",Laptop,2017,13'',,"1 year",,"Built-in to my computer",Good,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 8",,No,,,,,"Fully Online","Not confident","100 - 300 Mbps",Good,"Somewhat likely",Maybe,Complete
90,,"[not completed]",Senior,,,"Biology and Biochemistry",,,Female,White,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
91,,"2020-06-22 12:14:49",Sophomore,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,"iPhone 11",,No,,,,,Hybrid/Blended,Neutral,"300 - 500 Mbps",Good,"Very unlikely",Yes,Complete
92,,"2020-06-22 12:19:07","Doctoral Student (PhD)",,,Physics,,,Male,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2015,15'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,"University property",,"Mac OS",,Catalina,,"Intel Core i5",,"4 GB","256 GB","< 100 GB",No,,,,,,,,No,No,Yes,No,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,"Not confident","< 100 Mbps",Fair,"Somewhat likely",Maybe,Complete
93,,"2020-06-22 12:36:18",Freshman,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2020,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","512 GB","100 GB - 500 GB",Yes,Cloud,,,"Apple iCloud",,Other,Yes,No,Yes,Yes,Yes,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 3",,Hybrid/Blended,"Somewhat confident","< 100 Mbps",Good,"Neither likely nor unlikely",Yes,Complete
94,,"2020-06-22 12:17:03",Senior,,,"Biology and Biochemistry",,,Female,White,,"Standard User [document writing/email/web]",Laptop,2018,17'',,No,,"Built-in to my computer",Average,Other,"HP Spectre",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",No,,,,,,,,Yes,Yes,Yes,No,Yes,Other,"OnePlus 7 Pro",Other,"One Plus 7 Pro",No,,,,,Face-to-Face,"Somewhat confident","< 100 Mbps",Poor,"Somewhat unlikely",Yes,Complete
95,,"[not completed]",Sophomore,,,"Computer Science",,,Male,Hispanic,,"Power User [... plus programming/analytics]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
96,,"2020-06-22 12:16:33",Junior,,,Physics,,,Female,Other,"Creole ","Standard User [document writing/email/web]",Tablet,2019,13'',,No,,"Built-in to my computer",Average,Other,Apple,Own,,"Mac OS",,Other,"iOS ",Other,"I'm not sure","16 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Daily,No,Yes,No,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,Hybrid/Blended,"Not confident","< 100 Mbps",Average,"Somewhat unlikely",Yes,Complete
97,,"2020-06-22 12:21:00",Freshman,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2015,13'',,"1 year",,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","512 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,Hybrid/Blended,"Somewhat confident","100 - 300 Mbps",Average,"Somewhat unlikely",Maybe,Complete
98,,"2020-06-22 12:16:12","Doctoral Student (PhD)",,,"Biology and Biochemistry",,,Male,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2018,13'',,"1 year",,"Built-in to my computer",Good,"Apple Macbook Pro",,"University property",,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",Seagate,,,,Monthly,No,No,No,No,,Yes,iPhone,,"iPhone 8",,Yes,Fitbit,,"Fitbit Versa",,"Fully Online","Somewhat confident","< 100 Mbps",Average,"Somewhat unlikely",Yes,Complete
99,,"[not completed]",Freshman,,,"Biology and Biochemistry",,,Male,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
100,,"[not completed]",Sophomore,,,"Biology and Biochemistry",,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Chrome OS",,Catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
101,,"[not completed]","Doctoral Student (PhD)",,,"Earth and Atmospheric Sciences",,,Female,"International (visa holders)",,"Standard User [document writing/email/web]",Desktop,2014,17'',,No,,External,Excellent,Other,acer,Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
102,,"2020-06-22 12:16:06",Senior,,,"Biology and Biochemistry",,,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,External,Excellent,"Lenovo Yoga",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Microsoft OneDrive",,Daily,Yes,No,No,No,,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 3",,Hybrid/Blended,"Very confident","300 - 500 Mbps",Excellent,"Neither likely nor unlikely",Maybe,Complete
103,,"[not completed]",Sophomore,,,"Biology and Biochemistry",,,Female,Hispanic,,"Standard User [document writing/email/web]",Tablet,2019,13'',,No,,No,Poor,Other,HP,Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
104,,"[not completed]",Junior,,,"Biology and Biochemistry",,,Female,White,,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Average,Other,"HP chromebook",Own,,"Chrome OS",,Other,"don't know",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
105,,"2020-06-22 12:20:34",Sophomore,,,"Biology and Biochemistry",,,Female,"Prefer Not to Say",,"Standard User [document writing/email/web]",Laptop,2019,15'',,No,,"Built-in to my computer",Good,Other,"HP envy",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,Other,"iPhone XS",No,,,,,Hybrid/Blended,"Somewhat confident","300 - 500 Mbps",Good,"Neither likely nor unlikely",Maybe,Complete
106,,"2020-06-22 12:16:18",Junior,,,"Computer Science",,,Female,Hispanic,,"Power User [... plus programming/analytics]",Laptop,2017,15'',,No,,"Built-in to my computer",Poor,"Dell Inspiron 3000",,Own,,"Windows OS",,"Windows 10 Home",,Other,"Intel CORE i3 ","8 GB","1 TB","100 GB - 500 GB",No,,,,,,,,Yes,No,No,,Yes,iPhone,,Other,"Iphone 6",No,,,,,Face-to-Face,"Very confident","< 100 Mbps",Poor,"Somewhat likely",Yes,Complete
107,,"2020-06-22 12:15:49",Senior,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,Yes,No,,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 5",,Hybrid/Blended,"Moderately confident","300 - 500 Mbps",Good,"Somewhat likely",Maybe,Complete
108,,"2020-06-22 12:17:25","Masters Student (MS)",,,"Computer Science",,,Male,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2019,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Both,Seagate,,"Google Drive",,Weekly,No,No,Yes,No,,Yes,Other,OnePlus,Other,"OnePlus 7 Pro",No,,,,,"Fully Online","Very confident","< 100 Mbps",Good,"Somewhat likely",Maybe,Complete
109,,"2020-06-22 12:18:24",Sophomore,,,"Earth and Atmospheric Sciences",,,Female,White,,"Standard User [document writing/email/web]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Average,"Dell Inspiron 3000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","256 GB","< 100 GB",No,,,,,,,,Yes,Yes,No,,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 3",,Hybrid/Blended,"Somewhat confident","100 - 300 Mbps",Fair,"Very unlikely",Maybe,Complete
110,,"2020-06-22 12:17:37",Freshman,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2015,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,"High Sierra",,"Intel Core i5",,"4 GB","128 GB","< 100 GB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,"iPhone X Series",,No,,,,,"Fully Online",Neutral,"100 - 300 Mbps",Excellent,"Very unlikely",Maybe,Complete
111,,"2020-06-22 12:36:23","Doctoral Student (PhD)",,,"Biology and Biochemistry",,,Male,"International (visa holders)",,"Standard User [document writing/email/web]",Laptop,2018,14'',,No,,"Built-in to my computer",Good,Other,asus,Own,,"Windows OS",,"Windows 10 Enterprise",,"Intel Core i7",,"16 GB","1 TB","100 GB - 500 GB",Yes,"External backup disk",Seagate,,,,Monthly,No,Yes,No,No,,Yes,Samsung,,Other,A10,No,,,,,Face-to-Face,"Very confident","< 100 Mbps",Good,"Somewhat likely",Yes,Complete
112,,"2020-06-22 12:21:27",Sophomore,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,Other,11,No,,"Built-in to my computer",Excellent,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i9",,"16 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,No,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Moderately confident","100 - 300 Mbps",Good,"Somewhat unlikely",Maybe,Complete
